cell,port_name,port_direction,description
ipn5flctc2adcclkgen_pi_inv_array_ver2,nbias0<7:0>,input,
ipn5flctc2adcclkgen_pi_inv_array_ver2,iclk5,input,
ipn5flctc2adcclkgen_pi_inv_array_ver2,pbias3,input,
ipn5flctc2adcclkgen_pi_inv_array_ver2,nbias3,input,
ipn5flctc2adcclkgen_pi_inv_array_ver2,pbias0<7:0>,input,
ipn5flctc2adcclkgen_pi_inv_array_ver2,nbias2,input,
ipn5flctc2adcclkgen_pi_inv_array_ver2,pbias1<7:0>,input,
ipn5flctc2adcclkgen_pi_inv_pmos_unit,description,description,
ipn5flctc2adcclkgen_pi_inv_pmos_unit,i,input,
ipn5flctc2adcclkgen_pi_inv_pmos_unit,pbias<1:0>,input,
ipn5flctc2adcclkgen_pi_inv_pmos_unit,o,inputOutput,
ipn5flctc2adcclkgen_pi_inv_pmos_unit,vcca,input,
ipn5flctc2adcclkgen_pi_inv_nmos_unit,description,description,
ipn5flctc2adcclkgen_pi_inv_nmos_unit,i,input,
ipn5flctc2adcclkgen_pi_inv_nmos_unit,vssx,input,
ipn5flctc2adcclkgen_pi_inv_nmos_unit,nbias<1:0>,input,
ipn5flctc2adcclkgen_pi_inv_nmos_unit,o,inputOutput,
ipn5flctc2adcclkgen_pi_dig_ver4,description,description,
ipn5flctc2adcclkgen_pi_dig_ver4,vccd,input,
ipn5flctc2adcclkgen_pi_dig_ver4,l0,output,
ipn5flctc2adcclkgen_pi_dig_ver4,l1,output,
ipn5flctc2adcclkgen_pi_dig_ver4,vssx,input,
ipn5flctc2adcclkgen_pi_dig_ver4,iclk3en,output,
ipn5flctc2adcclkgen_pi_dig_ver4,pi_en,input,
ipn5flctc2adcclkgen_pi_dig_ver4,iclk2en,output,
ipn5flctc2adcclkgen_pi_dig_ver4,tri_st_buf_en,input,
ipn5flctc2adcclkgen_pi_dig_ver4,iclk3_en,input,
ipn5flctc2adcclkgen_pi_dig_ver4,iclk2_en,input,
ipn5flctc2adcclkgen_pi_dig_ver4,ana_selb<15:0>,output,
ipn5flctc2adcclkgen_pi_dig_ver4,selb<14:0>,output,
ipn5flctc2adcclkgen_pi_dig_ver4,sel<14:0>,output,
ipn5flctc2adcclkgen_pi_dig_ver4,pi_phase_gry<3:0>,input,
ipn5flctc2adcclkgen_pi_dig_ver4,tri_st_buf_enb,output,
ipn5flctc2adcclkgen_pi_dig_ver4,clkmntr_a_en,input,
ipn5flctc2adcclkgen_pi_dig_ver4,clkmntr_b_en,input,
ipn5flctc2adcclkgen_pi_dig_ver4,dcmon_en,input,
ipn5flctc2adcclkgen_pi_dig_ver4,clkmntra_en,output,
ipn5flctc2adcclkgen_pi_dig_ver4,clkmntra_enb,output,
ipn5flctc2adcclkgen_pi_dig_ver4,clkmntrb_en,output,
ipn5flctc2adcclkgen_pi_dig_ver4,clkmntrb_enb,output,
ipn5flctc2adcclkgen_pi_dig_ver4,dcmon_enb,output,
ipn5flctc2adcclkgen_pi_dig_ver4,ana_sel<15:0>,output,
ipn5flctc2adcclkgen_odac_g2t3,description,description,
ipn5flctc2adcclkgen_odac_g2t3,thrm<6:0>,output,
ipn5flctc2adcclkgen_odac_g2t3,gry<2:0>,input,
ipn5flctc2adcclkgen_odac_g2t3,vssa,input,
ipn5flctc2adcclkgen_odac_g2t3,thrmx<6:0>,output,
ipn5flctc2adcclkgen_odac_g2t3,vcc0p9,input,
ipn5flctc2adcclkgen_pi_anasel,description,description,
ipn5flctc2adcclkgen_pi_anasel,sel,input,
ipn5flctc2adcclkgen_pi_anasel,sel_prev,input,
ipn5flctc2adcclkgen_pi_anasel,vssx,input,
ipn5flctc2adcclkgen_pi_anasel,vccd,input,
ipn5flctc2adcclkgen_pi_anasel,ana_sel,output,
ipn5flctc2adcclkgen_pi_anasel,ana_selb,output,
ipn5flctc2adcclkgen_pi_anasel,en,input,
ipn5flctc2adcclkgen_g2t5_lvl2_1,description,description,
ipn5flctc2adcclkgen_g2t5_lvl2_1,vssa,input,
ipn5flctc2adcclkgen_g2t5_lvl2_1,a,input,
ipn5flctc2adcclkgen_g2t5_lvl2_1,b,input,
ipn5flctc2adcclkgen_g2t5_lvl2_1,vcc0p9,input,
ipn5flctc2adcclkgen_g2t5_lvl2_1,y,output,
ipn5flctc2adcclkgen_g2t5_lvl2_1,c,input,
ipn5flctc2adcclkgen_g2t5_lvl2_1,yx,output,
ipn5brk2adcfe_ffe_reg_ver1,description,description,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe0_tap_cp2_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe0_tap_cp1_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,vcc1p0_lv,input,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe2_tap_cm1_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,i_broadcast_strobe_in,input,
ipn5brk2adcfe_ffe_reg_ver1,read_data_in_mid_dn<31:0>,input,
ipn5brk2adcfe_ffe_reg_ver1,strb_all_in,input,
ipn5brk2adcfe_ffe_reg_ver1,vssx,input,
ipn5brk2adcfe_ffe_reg_ver1,orstb,output,
ipn5brk2adcfe_ffe_reg_ver1,write_data_in<31:0>,input,
ipn5brk2adcfe_ffe_reg_ver1,write_data_buf_out<31:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_add_out<4:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,add_domain_dis0,input,
ipn5brk2adcfe_ffe_reg_ver1,o_summer_reg_ctrl1<31:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_summer_reg_ctrl3<31:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe3_tap_cp2_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,thl<1:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_adcfe_lbias_reg_ctrl2<31:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_strb_all_out,output,
ipn5brk2adcfe_ffe_reg_ver1,o_adcfe_lbias_reg_ctrl1<31:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,read_data_out_mid_dn<31:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe3_tap_cm1_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_add_domain_dis1_out,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe0_tap_cm2_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe1_dfx_ctrl<15:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_summer_reg_ctrl0<31:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe0_dfx_ctrl<15:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,add_in<4:0>,input,
ipn5brk2adcfe_ffe_reg_ver1,read_data_in_dn<31:0>,input,
ipn5brk2adcfe_ffe_reg_ver1,add_domain_dis1,input,
ipn5brk2adcfe_ffe_reg_ver1,o_add_domain_dis0_out,output,
ipn5brk2adcfe_ffe_reg_ver1,add_subdom,input,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe3_tap_cp1_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe2_tap_cm2_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe0_tap_cm1_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_broadcast_en_out,output,
ipn5brk2adcfe_ffe_reg_ver1,o_broadcast_strobe_out,output,
ipn5brk2adcfe_ffe_reg_ver1,i_broadcast_en_in,input,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe3_dfx_ctrl<15:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_summer_reg_ctrl2<31:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,read_data_in_mid_up<31:0>,input,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe3_tap_cm2_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_adcfe_lbias_reg_ctrl3<31:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_adcfe_lbias_reg_ctrl0<31:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe1_tap_cm1_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe2_tap_cp1_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe2_tap_cp2_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe1_tap_cp2_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe1_tap_cm2_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe1_tap_cp1_control<7:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,o_ffe2_dfx_ctrl<15:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,irstb,input,
ipn5brk2adcfe_ffe_reg_ver1,read_data_in_up<31:0>,input,
ipn5brk2adcfe_ffe_reg_ver1,read_data_out_dn<31:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,read_data_out_mid_up<31:0>,output,
ipn5brk2adcfe_ffe_reg_ver1,read_data_out_up<31:0>,output,
ipn5brk2adcfe_reg_dec_32units_hor,description,description,
ipn5brk2adcfe_reg_dec_32units_hor,add2,input,
ipn5brk2adcfe_reg_dec_32units_hor,reg_d_out<31:0>,output,
ipn5brk2adcfe_reg_dec_32units_hor,tie_hi,output,
ipn5brk2adcfe_reg_dec_32units_hor,read_d_in<31:0>,input,
ipn5brk2adcfe_reg_dec_32units_hor,write_d_in<31:0>,input,
ipn5brk2adcfe_reg_dec_32units_hor,vssx,input,
ipn5brk2adcfe_reg_dec_32units_hor,add0,input,
ipn5brk2adcfe_reg_dec_32units_hor,add1,input,
ipn5brk2adcfe_reg_dec_32units_hor,strb_all_in,input,
ipn5brk2adcfe_reg_dec_32units_hor,read_d_out<31:0>,output,
ipn5brk2adcfe_reg_dec_32units_hor,reg_prstb<31:0>,input,
ipn5brk2adcfe_reg_dec_32units_hor,add_domain_dis,input,
ipn5brk2adcfe_reg_dec_32units_hor,add3,input,
ipn5brk2adcfe_reg_dec_32units_hor,vcc1p0_lv,input,
ipn5brk2adcfe_reg_dec_32units_hor,add4,input,
ipn5brk2adcfe_reg_dec_32units_hor,reg_rstb<31:0>,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor,description,description,
ipn5brk2adcfe_reg_32base_units_nofill_hor,vssx,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor,vcca_lv,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor,read_sel,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor,strobe_in,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor,reg_prstb<31:0>,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor,reg_rstb<31:0>,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor,read_d_out<31:0>,output,
ipn5brk2adcfe_reg_32base_units_nofill_hor,read_d_in<31:0>,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor,reg_d_out<31:0>,output,
ipn5brk2adcfe_reg_32base_units_nofill_hor,write_d_in<31:0>,input,
ipn5brk2adcfe_reg_both_rval_unit,description,description,
ipn5brk2adcfe_reg_both_rval_unit,reg_rst_b,input,
ipn5brk2adcfe_reg_both_rval_unit,reg_prst_b,input,
ipn5brk2adcfe_reg_both_rval_unit,data_out_reg,output,
ipn5brk2adcfe_reg_both_rval_unit,strb_in,input,
ipn5brk2adcfe_reg_both_rval_unit,vssx,input,
ipn5brk2adcfe_reg_both_rval_unit,en_sel,input,
ipn5brk2adcfe_reg_both_rval_unit,data_buf_out,output,
ipn5brk2adcfe_reg_both_rval_unit,data_in,input,
ipn5brk2adcfe_reg_both_rval_unit,data_pre,input,
ipn5brk2adcfe_reg_both_rval_unit,vcca_lv,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,description,description,
ipn5brk2adcfe_reg_dec_broadcast_32units,add2,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,reg_d_out<31:0>,output,
ipn5brk2adcfe_reg_dec_broadcast_32units,tie_hi,output,
ipn5brk2adcfe_reg_dec_broadcast_32units,read_d_in<31:0>,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,write_d_in<31:0>,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,broadcast_strobe_in,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,vssx,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,add0,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,add1,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,strb_all_in,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,read_d_out<31:0>,output,
ipn5brk2adcfe_reg_dec_broadcast_32units,reg_prstb<31:0>,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,add_domain_dis,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,add3,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,vcc1p0_lv,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,broadcast_strobe_out,output,
ipn5brk2adcfe_reg_dec_broadcast_32units,add4,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,broadcast_en_in,input,
ipn5brk2adcfe_reg_dec_broadcast_32units,broadcast_en_out,output,
ipn5brk2adcfe_reg_dec_broadcast_32units,reg_rstb<31:0>,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,description,description,
ipn5brk2adcfe_reg_dec_32units_hor_flip,add2,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,reg_d_out<31:0>,output,
ipn5brk2adcfe_reg_dec_32units_hor_flip,tie_hi,output,
ipn5brk2adcfe_reg_dec_32units_hor_flip,read_d_in<31:0>,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,write_d_in<31:0>,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,vssx,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,add0,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,add1,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,strb_all_in,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,read_d_out<31:0>,output,
ipn5brk2adcfe_reg_dec_32units_hor_flip,reg_prstb<31:0>,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,add_domain_dis,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,add3,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,vcc1p0_lv,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,add4,input,
ipn5brk2adcfe_reg_dec_32units_hor_flip,reg_rstb<31:0>,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor_flip,description,description,
ipn5brk2adcfe_reg_32base_units_nofill_hor_flip,vssx,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor_flip,vcca_lv,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor_flip,read_sel,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor_flip,strobe_in,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor_flip,reg_prstb<31:0>,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor_flip,reg_rstb<31:0>,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor_flip,read_d_out<31:0>,output,
ipn5brk2adcfe_reg_32base_units_nofill_hor_flip,read_d_in<31:0>,input,
ipn5brk2adcfe_reg_32base_units_nofill_hor_flip,reg_d_out<31:0>,output,
ipn5brk2adcfe_reg_32base_units_nofill_hor_flip,write_d_in<31:0>,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,description,description,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,add2,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,reg_d_out<31:0>,output,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,tie_hi,output,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,read_d_in<31:0>,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,write_d_in<31:0>,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,broadcast_strobe_in,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,vssx,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,add0,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,add1,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,strb_all_in,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,read_d_out<31:0>,output,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,reg_prstb<31:0>,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,add_domain_dis,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,add3,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,vcc1p0_lv,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,broadcast_strobe_out,output,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,add4,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,broadcast_en_in,input,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,broadcast_en_out,output,
ipn5brk2adcfe_reg_dec_broadcast_32units_flip,reg_rstb<31:0>,input,
ipn5brk2adcfe_qrt_bmod_sniffer,description,description,
ipn5brk2adcfe_qrt_bmod_sniffer,th1_in_p<3:0>,input,
ipn5brk2adcfe_qrt_bmod_sniffer,th1_in_n<3:0>,input,
ipn5brk2adcfe_qrt_bmod_sniffer,th1_outp<3:0>,input,
ipn5brk2adcfe_qrt_bmod_sniffer,th1_vgate<3:0>,input,
ipn5brk2adcfe_qrt_bmod_sniffer,th1_outn<3:0>,input,
ipn5brk2adcfe_qrt_bmod_sniffer,ldo_vcc0p7,input,
ipn5brk2adcfe_qrt_bmod_sniffer,ldo_vcc0p9,input,
ipn5brk2adcfe_qrt_bmod_sniffer,ldo_vcc0p8,input,
ipn5brk2adcfe_th_sw_sniffer,description,description,
ipn5brk2adcfe_th_sw_sniffer,inp,input,
ipn5brk2adcfe_th_sw_sniffer,inn,input,
ipn5brk2adcfe_th_sw_sniffer,outp,input,
ipn5brk2adcfe_th_sw_sniffer,outn,input,
ipn5brk2adcfe_th_sw_sniffer,sample_b,input,
ipn5ldoshr_drv_dcap_pi0p7,description,description,
ipn5ldoshr_drv_dcap_pi0p7,g8,input,
ipn5ldoshr_drv_dcap_pi0p7,g7,input,
ipn5ldoshr_drv_dcap_pi0p7,out0p7,inputOutput,
ipn5ldoshr_drv_dcap_pi0p7,vssx,inputOutput,
ipn5ldoshr_drv_dcap_pi0p7,fb8,inputOutput,
ipn5ldoshr_drv_dcap_pi0p7,byp0p7b,input,
ipn5ldoshr_drv_dcap_pi0p7,spare0,inputOutput,
ipn5ldoshr_drv_dcap_pi0p7,byp0p8b,input,
ipn5ldoshr_drv_dcap_pi0p7,fb7,inputOutput,
ipn5ldoshr_drv_dcap_pi0p7,out0p8,inputOutput,
ipn5ldoshr_drv_dcap_pi0p7,vcc0p9,inputOutput,
ipn5ldoshr_driver_lx6n_fx129_mx4_drvx2,description,description,
ipn5ldoshr_driver_lx6n_fx129_mx4_drvx2,g8,input,
ipn5ldoshr_driver_lx6n_fx129_mx4_drvx2,g7,input,
ipn5ldoshr_driver_lx6n_fx129_mx4_drvx2,vssx,inputOutput,
ipn5ldoshr_driver_lx6n_fx129_mx4_drvx2,byp0p7b,input,
ipn5ldoshr_driver_lx6n_fx129_mx4_drvx2,fb0p8,inputOutput,
ipn5ldoshr_driver_lx6n_fx129_mx4_drvx2,vcc0p9,inputOutput,
ipn5ldoshr_driver_lx6n_fx129_mx4_drvx2,out0p8,inputOutput,
ipn5ldoshr_driver_lx6n_fx129_mx4_drvx2,out0p7,inputOutput,
ipn5ldoshr_driver_lx6n_fx129_mx4_drvx2,fb0p7,inputOutput,
ipn5ldoshr_driver_lx6n_fx129_mx4_drvx2,byp0p8b,input,
ipn5ldoshr_ocaplv_84n,description,description,
ipn5ldoshr_ocaplv_84n,g,inputOutput,
ipn5ldoshr_ocaplv_84n,b,inputOutput,
decap_cell,description,description,
decap_cell,G,inputOutput,
decap_cell,B,inputOutput,
ipn5ldoshr_gcap12_135n,description,description,
ipn5ldoshr_gcap12_135n,g,inputOutput,
ipn5ldoshr_gcap12_135n,b,inputOutput,
ipn5brk2adcfe_ffe_summer_top,description,description,
ipn5brk2adcfe_ffe_summer_top,voutp_10,output,
ipn5brk2adcfe_ffe_summer_top,cn_out_15,input,
ipn5brk2adcfe_ffe_summer_top,voutn_10,output,
ipn5brk2adcfe_ffe_summer_top,cp_out_13,input,
ipn5brk2adcfe_ffe_summer_top,voutp_5,output,
ipn5brk2adcfe_ffe_summer_top,cp_out_4,input,
ipn5brk2adcfe_ffe_summer_top,cn_out_4,input,
ipn5brk2adcfe_ffe_summer_top,cp_out_9,input,
ipn5brk2adcfe_ffe_summer_top,voutp_14,output,
ipn5brk2adcfe_ffe_summer_top,voutn_6,output,
ipn5brk2adcfe_ffe_summer_top,voutp_6,output,
ipn5brk2adcfe_ffe_summer_top,voutp_3,output,
ipn5brk2adcfe_ffe_summer_top,voutn_3,output,
ipn5brk2adcfe_ffe_summer_top,cp_out_15,input,
ipn5brk2adcfe_ffe_summer_top,cn_out_5,input,
ipn5brk2adcfe_ffe_summer_top,cp_out_11,input,
ipn5brk2adcfe_ffe_summer_top,cn_out_11,input,
ipn5brk2adcfe_ffe_summer_top,cp_out_12,input,
ipn5brk2adcfe_ffe_summer_top,cn_out_12,input,
ipn5brk2adcfe_ffe_summer_top,cn_out_13,input,
ipn5brk2adcfe_ffe_summer_top,cp_out_14,input,
ipn5brk2adcfe_ffe_summer_top,cn_out_14,input,
ipn5brk2adcfe_ffe_summer_top,voutp_2,output,
ipn5brk2adcfe_ffe_summer_top,voutn_0,output,
ipn5brk2adcfe_ffe_summer_top,voutp_15,output,
ipn5brk2adcfe_ffe_summer_top,voutn_15,output,
ipn5brk2adcfe_ffe_summer_top,voutn_14,output,
ipn5brk2adcfe_ffe_summer_top,cn_out_0,input,
ipn5brk2adcfe_ffe_summer_top,vssx,input,
ipn5brk2adcfe_ffe_summer_top,vcc0p9,inputOutput,
ipn5brk2adcfe_ffe_summer_top,cp_out_8,input,
ipn5brk2adcfe_ffe_summer_top,voutn_9,output,
ipn5brk2adcfe_ffe_summer_top,voutp_9,output,
ipn5brk2adcfe_ffe_summer_top,voutn_2,output,
ipn5brk2adcfe_ffe_summer_top,voutn_1,output,
ipn5brk2adcfe_ffe_summer_top,voutp_1,output,
ipn5brk2adcfe_ffe_summer_top,cp_out_7,input,
ipn5brk2adcfe_ffe_summer_top,cn_out_7,input,
ipn5brk2adcfe_ffe_summer_top,voutp_13,output,
ipn5brk2adcfe_ffe_summer_top,voutn_13,output,
ipn5brk2adcfe_ffe_summer_top,voutp_12,output,
ipn5brk2adcfe_ffe_summer_top,voutn_12,output,
ipn5brk2adcfe_ffe_summer_top,voutp_11,output,
ipn5brk2adcfe_ffe_summer_top,voutn_11,output,
ipn5brk2adcfe_ffe_summer_top,cp_out_0,input,
ipn5brk2adcfe_ffe_summer_top,voutn_5,output,
ipn5brk2adcfe_ffe_summer_top,cp_out_5,input,
ipn5brk2adcfe_ffe_summer_top,voutp_8,output,
ipn5brk2adcfe_ffe_summer_top,voutn_8,output,
ipn5brk2adcfe_ffe_summer_top,voutp_7,output,
ipn5brk2adcfe_ffe_summer_top,voutn_7,output,
ipn5brk2adcfe_ffe_summer_top,cp_out_1,input,
ipn5brk2adcfe_ffe_summer_top,cn_out_1,input,
ipn5brk2adcfe_ffe_summer_top,cp_out_2,input,
ipn5brk2adcfe_ffe_summer_top,cn_out_2,input,
ipn5brk2adcfe_ffe_summer_top,vcc0p65,input,
ipn5brk2adcfe_ffe_summer_top,voutp_4,output,
ipn5brk2adcfe_ffe_summer_top,voutn_4,output,
ipn5brk2adcfe_ffe_summer_top,cn_out_3,input,
ipn5brk2adcfe_ffe_summer_top,cp_out_3,input,
ipn5brk2adcfe_ffe_summer_top,cp_out_6,input,
ipn5brk2adcfe_ffe_summer_top,cn_out_6,input,
ipn5brk2adcfe_ffe_summer_top,cp_out_10,input,
ipn5brk2adcfe_ffe_summer_top,cn_out_10,input,
ipn5brk2adcfe_ffe_summer_top,voutp_0,output,
ipn5brk2adcfe_ffe_summer_top,cn_out_9,input,
ipn5brk2adcfe_ffe_summer_top,ibias_sum_ofc_50u<15:0>,input,
ipn5brk2adcfe_ffe_summer_top,ibias_casc_ctrl_25u<15:0>,input,
ipn5brk2adcfe_ffe_summer_top,reg_ctrl_summer8<31:0>,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_11,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_1,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_13,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_5,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_9,input,
ipn5brk2adcfe_ffe_summer_top,ibias_nsf_100u<15:0>,input,
ipn5brk2adcfe_ffe_summer_top,reg_ctrl_summer12<31:0>,input,
ipn5brk2adcfe_ffe_summer_top,reg_ctrl_summer0<31:0>,input,
ipn5brk2adcfe_ffe_summer_top,summer_dac_ref_from_ldo,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_0,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_12,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_2,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_4,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_8,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_3,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_15,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_7,input,
ipn5brk2adcfe_ffe_summer_top,vcc0p8,input,
ipn5brk2adcfe_ffe_summer_top,vcc1p5,input,
ipn5brk2adcfe_ffe_summer_top,sumout_p<15:0>,output,
ipn5brk2adcfe_ffe_summer_top,reg_ctrl_summer1<31:0>,input,
ipn5brk2adcfe_ffe_summer_top,sumout_n<15:0>,output,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_14,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_out_10,output,
ipn5brk2adcfe_ffe_summer_top,ibias_cmfb_25u<15:0>,input,
ipn5brk2adcfe_ffe_summer_top,cn_out_8,input,
ipn5brk2adcfe_ffe_summer_top,cm_ref_summer,input,
ipn5brk2adcfe_ffe_summer_top,reg_ctrl_summer3<31:0>,input,
ipn5brk2adcfe_ffe_summer_top,summ_dfx_o_p,output,
ipn5brk2adcfe_ffe_summer_top,summ_dfx_o_n,output,
ipn5brk2adcfe_ffe_summer_top,reg_ctrl_summer11<31:0>,input,
ipn5brk2adcfe_ffe_summer_top,reg_ctrl_summer15<31:0>,input,
ipn5brk2adcfe_ffe_summer_top,reg_ctrl_summer7<31:0>,input,
ipn5brk2adcfe_ffe_summer_top,reg_ctrl_summer10<31:0>,input,
ipn5brk2adcfe_ffe_summer_top,reg_ctrl_summer14<31:0>,input,
ipn5brk2adcfe_ffe_summer_top,i_power_good,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_6,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_in_10,input,
ipn5brk2adcfe_ffe_summer_top,th2_clk_out_0,output,
ipn5brk2adcfe_ffe_summer_top,th2_clk_out_12,output,
ipn5brk2adcfe_ffe_summer_top,th2_clk_out_4,output,
ipn5brk2adcfe_ffe_summer_top,th2_clk_out_8,output,
ipn5brk2adcfe_ffe_summer_top,th2_clk_out_3,output,
ipn5brk2adcfe_ffe_summer_top,th2_clk_out_15,output,
ipn5brk2adcfe_ffe_summer_top,th2_clk_out_7,output,
